text,label
방금 방금 말도 안 되게 한기가 돈다 어떡하지 ㅠㅠ,0
오늘 난 오늘 진짜 잔잔해 그냥 이렇게 있고 싶어! ,4
나 너무 분노가 치밀어 그만해?! ,2
정말 요즘 진짜 짜릿해 오늘 최고? ,5
지금 난 점심 먹고 꽤 빡친다 ㅎㅎ ,2
나 밤늦게 말도 안 되게 뇌가 쉬는 느낌 괜찮다. ,4
나 방금 엄청 대박 실화야? ,1
진짜 아까 미치겠다 환장하겠네?! ,2
솔직히 오늘 너무 비위 상해 극혐 ㅠㅠ ,6
솔직히 밤늦게 너무 울컥한다 말문이 막혀... ,3
왠지 지금 살짝 세상에 진짜야!! ,1
나 점심 먹고 굉장히 깜짝이야 내가 방금 본 게 맞아? ,1
정말 방금 약간 더러워 진짜 ㅠㅠ ,6
나 점심 먹고 인생 최고야 완벽한 하루! ,5
오늘 난 약간 공포스러워 도망가고 싶다?! ,0
왠지 이번 주 엄청 빡친다 왜 저래! ,2
진짜 아까 엄청 무서워 미치겠네! ,0
왠지 출근하면서 말도 안 되게 토할 것 같아 극혐!!,6
하필 지금 퇴근길에 너무 붕괴 직전 그만해 ㅎㅎ,2
진짜 아까 약간 빡친다 왜 저래!! ,2
왠지 출근하면서 엄청나게 릴랙스됐다 그냥 이렇게 있고 싶어?! ,4
지금 난 밤늦게 살짝 헐 실화야?! ,1
진짜 퇴근길에 구역질 나 진짜. ,6
왠지 지금 엄청나게 질린다! ,6
하필 지금 출근하면서 완전 눈물 난다 견디기 어렵다?,3
방금 이번 주 진짜 악몽 꿨어 죽겠어...,0
진짜 방금 엄청 울컥한다 말문이 막혀?! ,3
정말 방금 엄청나게 짜증나 진짜로?! ,2
정말 굉장히 구리다 ㅎㅎ ,6
진짜 오늘 굉장히 무서워? ,0
오늘 난 오늘 말도 안 되게 와 진짜 놀람? ,1
하필 지금 요즘 살짝 구역질 나 진짜. ,6
정말 출근하면서 엄청나게 잔잔해 나쁘지 않다 ㅎㅎ ,4
방금 아까 굉장히 구리다 진짜 ㅎㅎ,6
나 점심 먹고 굉장히 슬퍼 말문이 막혀... ,3
정말 엄청 안정된다 나쁘지 않다 ㅎㅎ ,4
갑자기 아까 살짝 침울하다 정말! ,3
나 점심 먹고 완전 소름 돋아 미치겠네.,0
정말 퇴근길에 진짜 허전해 견디기 어렵다!! ,3
솔직히 아까 살짝 속 터져 그만해 ㅠㅠ,2
오늘 난 퇴근길에 말도 안 되게 섬뜩해 도망가고 싶다? ,0
방금 아까 너무 날아갈 것 같아... ,5
솔직히 출근하면서 굉장히 슬퍼 말문이 막혀?! ,3
갑자기 오늘 토할 것 같아 ㅠㅠ ,6
진짜 오늘 완전 성질 난다 환장하겠네!! ,2
솔직히 출근하면서 살짝 느긋해!! ,4
왠지 퇴근길에 굉장히 구리다 ㅠㅠ ,6
나 점심 먹고 말도 안 되게 속상해 정말!! ,3
지금 난 밤늦게 진짜 완전 좋다 오늘 최고. ,5
왠지 출근하면서 완전 우울해 말문이 막혀! ,3
나 퇴근길에 너무 더러워... ,6
정말 이번 주 끝까지 실망이야 진짜로 ㅎㅎ ,2
정말 출근하면서 말도 안 되게 속상해 어떡하니! ,3
오늘 난 출근하면서 엄청 평온하다 괜찮다 ㅎㅎ,4
방금 이번 주 엄청 웃음이 난다 좋은 일만 가득? ,5
나 출근하면서 완전 편안하다... ,4
진짜 방금 너무 빡친다 어휴!! ,2
오늘 난 지금 대박 진짜야... ,1
갑자기 요즘 진짜 꼴 보기 싫다. ,6
방금 점심 먹고 약간 편안하다 괜찮다?,4
왠지 아까 말도 안 되게 울컥한다 혼자 있고 싶어 ㅠㅠ ,3
진짜 이번 주 완전 좋다 행운이다 ㅠㅠ ,5
방금 꽤 짜증나 환장하겠네 ㅠㅠ ,2
왠지 방금 엄청 마음이 아프다 견디기 어렵다. ,3
하필 지금 이번 주 너무 침울하다 견디기 어렵다 ㅎㅎ,3
지금 난 방금 엄청나게 릴랙스됐다 나쁘지 않다! ,4
진짜 출근하면서 굉장히 깊은 밤이 너무 무섭다 도망가고 싶다?!,0
방금 진짜 침울하다 견디기 어렵다!! ,3
솔직히 지금 살짝 마음이 편안해 그냥 이렇게 있고 싶어!!,4
진짜 지금 완전 충격적이야 실화야?!,1
갑자기 굉장히 빡친다 왜 저래!! ,2
갑자기 아까 약간 고요하다 괜찮다 ㅠㅠ ,4
지금 난 지금 진짜 세상에 실화야. ,1
오늘 난 방금 진짜 겁나 죽겠어 ㅠㅠ ,0
지금 난 아까 완전 이게 말이 돼 무슨 일이야!! ,1
나 출근하면서 굉장히 겁나 숨고 싶어. ,0
정말 날아갈 것 같아 완벽한 하루. ,5
방금 출근하면서 진짜 마음이 아프다 어떡하니! ,3
오늘 난 살짝 비참해 혼자 있고 싶어. ,3
정말 점심 먹고 진짜 더러워 진짜... ,6
나 지금 굉장히 두렵다! ,0
진짜 지금 낙담했어 말문이 막혀... ,3
지금 난 방금 살짝 공포스러워 어떡하지!! ,0
하필 지금 밤늦게 말도 안 되게 마음이 잔잔해 그냥 이렇게 있고 싶어 ㅎㅎ ,4
오늘 난 지금 너무 웃음이 난다 오늘 최고... ,5
정말 방금 이럴 수가 진짜야?! ,1
진짜 아까 말도 안 되게 눈물 난다?! ,3
정말 요즘 엄청 놀랐어 실화야?! ,1
지금 난 요즘 엄청 기분 좋아 좋은 일만 가득 ㅎㅎ ,5
왠지 지금 말도 안 되게 마음이 아프다 말문이 막혀?! ,3
방금 이번 주 엄청 상상도 못했네 실화야 ㅠㅠ ,1
갑자기 약간 낙담했어 어떡하니!,3
지금 난 방금 엄청나게 즐겁다 오늘 최고 ㅎㅎ,5
방금 지금 완전 차분해 그냥 이렇게 있고 싶어! ,4
왠지 점심 먹고 진짜 가슴이 먹먹해 정말 ㅎㅎ ,3
진짜 방금 꽤 짜증나 ㅠㅠ ,2
갑자기 지금 꽤 열받아 진짜로... ,2
방금 이번 주 엄청 열받아 왜 저래. ,2
진짜 오늘 굉장히 붕괴 직전 말이 안 돼! ,2
오늘 난 방금 너무 대박 무슨 일이야 ㅠㅠ ,1
갑자기 출근하면서 성질 난다 환장하겠네 ㅠㅠ ,2
갑자기 아까 살짝 심장이 벌렁거려 어떡하지!,0
나 이번 주 엄청 비위 상해 제발 치워줘?! ,6
솔직히 아까 살짝 포기하고 싶어 어떡하니! ,3
오늘 난 출근하면서 굉장히 허탈하다 정말 ㅎㅎ ,3
왠지 출근하면서 믿기지 않아 무슨 일이야 ㅠㅠ,1
진짜 점심 먹고 엄청나게 겁나... ,0
하필 지금 요즘 살짝 두렵다 도망가고 싶다 ㅎㅎ ,0
방금 이번 주 꽤 너무 불쾌해 제발 치워줘? ,6
하필 지금 약간 날아갈 것 같아 오늘 최고!! ,5
갑자기 너무 이게 말이 돼 내가 방금 본 게 맞아 ㅠㅠ,1
방금 요즘 살짝 괜히 겁난다 죽겠어. ,0
솔직히 이번 주 살짝 꼴 보기 싫다 다시는 보기 싫어. ,6
나 출근하면서 엄청나게 확 돌아버리겠네 말이 안 돼?! ,2
진짜 출근하면서 엄청나게 어이없네 무슨 일이야... ,1
진짜 밤늦게 엄청 버티기 힘들다 견디기 어렵다... ,3
오늘 난 요즘 너무 여유롭다 괜찮다 ㅠㅠ ,4
나 밤늦게 엄청나게 침울하다 어떡하니... ,3
갑자기 이번 주 굉장히 마음이 편안해 그냥 이렇게 있고 싶어 ㅎㅎ ,4
방금 이번 주 꽤 두렵다 도망가고 싶다?,0
지금 난 요즘 굉장히 분노가 치밀어 왜 저래.,2
왠지 지금 꽤 놀랐어 진짜야 ㅎㅎ ,1
정말 지금 진짜 완전 좋다 완벽한 하루?! ,5
갑자기 아까 엄청나게 진절머리나 ㅎㅎ ,6
왠지 아까 엄청나게 어이없다 말이 안 돼! ,2
갑자기 너무 차분해 나쁘지 않다. ,4
왠지 이번 주 살짝 역겹다! ,6
하필 지금 지금 말도 안 되게 마음이 편안해! ,4
오늘 난 이번 주 살짝 징그러워 ㅎㅎ,6
지금 난 밤늦게 꽤 미치겠다 말이 안 돼!! ,2
정말 너무 소름 돋아 숨고 싶어? ,0
방금 지금 살짝 행복해 완벽한 하루. ,5
왠지 말도 안 되게 짜릿해...,5
진짜 퇴근길에 약간 악몽 꿨어 정말 싫다!! ,0
지금 난 지금 진짜 불안해? ,0
왠지 이번 주 엄청 비위 상해 진짜.,6
진짜 이번 주 엄청 믿기지 않아 실화야?! ,1
갑자기 너무 릴랙스됐다 좋다. ,4
오늘 난 점심 먹고 꽤 와 진짜 놀람 진짜야 ㅠㅠ ,1
왠지 이번 주 완전 화 나 왜 저래 ㅎㅎ ,2
갑자기 지금 너무 확 돌아버리겠네 환장하겠네!! ,2
왠지 방금 완전 괜히 겁난다 정말 싫다 ㅠㅠ ,0
솔직히 이번 주 참을 수 없어 왜 저래! ,2
방금 요즘 완전 짜릿해 행운이다!!,5
하필 지금 방금 완전 울컥한다 혼자 있고 싶어 ㅠㅠ,3
오늘 난 밤늦게 살짝 너무 불쾌해 제발 치워줘! ,6
솔직히 아까 꽤 하루가 빛나 행운이다?! ,5
갑자기 지금 꽤 진절머리나 제발 치워줘... ,6
왠지 아까 완전 마음이 편안해 나쁘지 않다 ㅎㅎ ,4
솔직히 밤늦게 너무 한기가 돈다 정말 싫다. ,0
솔직히 이번 주 엄청 이럴 수가 진짜야! ,1
지금 난 요즘 진짜 마음이 아프다 어떡하니. ,3
나 요즘 너무 확 돌아버리겠네 환장하겠네. ,2
나 점심 먹고 꽤 공포스러워 어떡하지?! ,0
갑자기 요즘 꽤 잔잔해 나쁘지 않다 ㅎㅎ ,4
왠지 밤늦게 약간 괜히 겁난다 도망가고 싶다?! ,0
솔직히 퇴근길에 진짜 어이없다 말이 안 돼. ,2
정말 출근하면서 말도 안 되게 분노가 치밀어 진짜로?! ,2
왠지 이번 주 엄청 토할 것 같아 다시는 보기 싫어?! ,6
갑자기 점심 먹고 굉장히 짜증나 그만해.,2
솔직히 지금 엄청 충격적이야 실화야?!,1
정말 이번 주 살짝 놀랐어! ,1
나 방금 말도 안 되게 역겹다 제발 치워줘?! ,6
정말 방금 너무 날아갈 것 같아 좋은 일만 가득! ,5
방금 방금 엄청나게 버티기 힘들다 견디기 어렵다. ,3
진짜 점심 먹고 약간 악몽 꿨어?! ,0
정말 이번 주 굉장히 꼴 보기 싫다 ㅎㅎ ,6
왠지 요즘 엄청나게 충격적이야 무슨 일이야. ,1
하필 지금 아까 말도 안 되게 슬퍼 견디기 어렵다!! ,3
정말 이번 주 약간 평온하다 그냥 이렇게 있고 싶어!,4
갑자기 요즘 살짝 열받아 말이 안 돼? ,2
오늘 난 밤늦게 진짜 믿기지 않아 진짜야?,1
나 밤늦게 진짜 버티기 힘들다 어떡하니? ,3
하필 지금 아까 살짝 잔잔해 그냥 이렇게 있고 싶어. ,4
나 점심 먹고 진짜 속상해 정말 ㅠㅠ ,3
지금 난 출근하면서 엄청 비위 상해 진짜?,6
지금 난 약간 고요하다 좋다. ,4
정말 지금 진짜 화 나 왜 저래 ㅠㅠ ,2
갑자기 요즘 진짜 진절머리나 제발 치워줘! ,6
솔직히 퇴근길에 살짝 공포스러워 미치겠네! ,0
왠지 아까 살짝 진절머리나 극혐... ,6
왠지 출근하면서 완전 마음이 들뜬다 행운이다! ,5
하필 지금 밤늦게 약간 깜짝이야 진짜야... ,1
나 밤늦게 꽤 눈물 난다 어떡하니?! ,3
오늘 난 방금 말도 안 되게 이럴 수가 내가 방금 본 게 맞아... ,1
하필 지금 지금 말도 안 되게 속상해 정말!!,3
갑자기 이번 주 엄청 공포스러워 도망가고 싶다... ,0
오늘 난 요즘 엄청나게 버티기 힘들다 말문이 막혀! ,3
정말 점심 먹고 엄청 이게 말이 돼 진짜야? ,1
진짜 방금 굉장히 고요하다 ㅎㅎ,4
나 퇴근길에 완전 헐 무슨 일이야... ,1
지금 난 점심 먹고 엄청 즐겁다 오늘 최고! ,5
왠지 밤늦게 약간 행복해 오늘 최고!! ,5
진짜 점심 먹고 너무 낙담했어 어떡하니?! ,3
하필 지금 이번 주 꽤 느긋해 나쁘지 않다 ㅠㅠ ,4
왠지 너무 징그러워 극혐?! ,6
오늘 난 방금 살짝 여유롭다 그냥 이렇게 있고 싶어?! ,4
오늘 난 방금 살짝 허전해 말문이 막혀!! ,3
방금 이번 주 약간 징그러워 다시는 보기 싫어... ,6
정말 진짜 이게 말이 돼 실화야 ㅠㅠ ,1
갑자기 점심 먹고 엄청 으스스해 숨고 싶어! ,0
왠지 오늘 약간 질린다 진짜 ㅎㅎ ,6
솔직히 방금 꽤 징그러워 다시는 보기 싫어 ㅠㅠ ,6
솔직히 퇴근길에 약간 놀랐어? ,1
갑자기 요즘 진짜 무서워 죽겠어.,0
진짜 점심 먹고 말도 안 되게 겁나 ㅎㅎ ,0
정말 아까 살짝 괜히 겁난다... ,0
솔직히 요즘 완전 속 터져 왜 저래! ,2
솔직히 오늘 너무 믿기지 않아!! ,1
솔직히 오늘 완전 빡친다 그만해!! ,2
왠지 방금 약간 덜덜 떨려 죽겠어? ,0
나 오늘 너무 불쾌해 다시는 보기 싫어 ㅎㅎ ,6
진짜 아까 꽤 와 진짜 놀람 내가 방금 본 게 맞아!,1
갑자기 요즘 엄청 열받아 말이 안 돼! ,2
솔직히 밤늦게 꽤 화 나 어휴? ,2
진짜 아까 완전 날아갈 것 같아 오늘 최고. ,5
왠지 오늘 꽤 허전해 정말 ㅠㅠ ,3
정말 오늘 엄청나게 헐 실화야.,1
정말 퇴근길에 살짝 속상해 어떡하니?! ,3
왠지 요즘 엄청 신난다 좋은 일만 가득! ,5
하필 지금 출근하면서 꽤 울컥한다 정말... ,3
갑자기 점심 먹고 말도 안 되게 슬퍼 견디기 어렵다... ,3
왠지 요즘 완전 소름 돋아 미치겠네... ,0
솔직히 요즘 굉장히 버티기 힘들다 혼자 있고 싶어 ㅎㅎ ,3
오늘 난 완전 놀랐어 실화야?! ,1
진짜 지금 약간 두렵다 어떡하지?,0
방금 퇴근길에 너무 웃음이 난다 행운이다. ,5
나 출근하면서 너무 행복해 완벽한 하루? ,5
갑자기 출근하면서 굉장히 질린다 진짜.,6
진짜 오늘 살짝 세상에? ,1
진짜 밤늦게 완전 날아갈 것 같아 좋은 일만 가득... ,5
방금 아까 약간 신난다 좋은 일만 가득 ㅎㅎ ,5
갑자기 점심 먹고 완전 참을 수 없어 어휴!! ,2
지금 난 지금 말도 안 되게 평온하다 그냥 이렇게 있고 싶어 ㅎㅎ ,4
왠지 아까 말도 안 되게 질린다 제발 치워줘!,6
솔직히 오늘 엄청나게 성질 난다 왜 저래!! ,2
하필 지금 아까 진짜 충격적이야... ,1
진짜 점심 먹고 말도 안 되게 허탈하다 견디기 어렵다!,3
진짜 이번 주 엄청나게 비위 상해 극혐. ,6
지금 난 출근하면서 역겹다 극혐! ,6
정말 요즘 약간 꼴 보기 싫다 제발 치워줘... ,6
지금 난 오늘 엄청나게 숨이 고른다 좋다!,4
오늘 난 꽤 속상해 어떡하니.,3
진짜 이번 주 살짝 구역질 나 진짜 ㅎㅎ ,6
방금 오늘 엄청 역겹다 ㅎㅎ ,6
갑자기 방금 엄청나게 웃음이 난다 좋은 일만 가득! ,5
오늘 난 퇴근길에 진짜 상상도 못했네 실화야! ,1
오늘 난 지금 꽤 울컥한다 혼자 있고 싶어! ,3
오늘 난 출근하면서 완전 낙담했어 말문이 막혀?! ,3
솔직히 밤늦게 완전 설렌다 오늘 최고? ,5
방금 지금 진짜 슬퍼 혼자 있고 싶어!!,3
진짜 이번 주 느긋해 그냥 이렇게 있고 싶어!!,4
지금 난 퇴근길에 진짜 행복해 오늘 최고!!,5
진짜 출근하면서 진짜 빡친다 왜 저래 ㅎㅎ ,2
지금 난 요즘 꽤 깜짝이야 진짜야... ,1
방금 아까 엄청 분노가 치밀어 왜 저래? ,2
갑자기 출근하면서 굉장히 두렵다 숨고 싶어... ,0
왠지 완전 깊은 밤이 너무 무섭다 정말 싫다?! ,0
지금 난 너무 구리다 제발 치워줘 ㅎㅎ ,6
방금 지금 진짜 마음이 아프다 말문이 막혀?! ,3
나 퇴근길에 굉장히 두렵다 도망가고 싶다! ,0
하필 지금 오늘 너무 와 진짜 놀람 무슨 일이야 ㅎㅎ ,1
솔직히 방금 엄청나게 비참해 어떡하니 ㅠㅠ ,3
지금 난 요즘 진짜 숨이 고른다 좋다?! ,4
진짜 이번 주 완전 포기하고 싶어 어떡하니 ㅎㅎ,3
지금 난 오늘 엄청나게 속 터져 왜 저래? ,2
나 점심 먹고 살짝 뜻밖이네 무슨 일이야! ,1
진짜 약간 질린다 제발 치워줘!! ,6
진짜 아까 꽤 뿌듯하다 완벽한 하루?! ,5
갑자기 출근하면서 살짝 무서워 미치겠네... ,0
진짜 퇴근길에 살짝 덜덜 떨려 정말 싫다! ,0
왠지 밤늦게 굉장히 세상에 무슨 일이야? ,1
정말 아까 굉장히 화 나 진짜로!! ,2
나 오늘 꽤 속 터져 왜 저래?,2
갑자기 요즘 엄청 세상에. ,1
하필 지금 출근하면서 약간 진짜 역해!! ,6
지금 난 아까 엄청 가슴이 먹먹해 어떡하니. ,3
하필 지금 살짝 놀랐어 실화야!! ,1
갑자기 방금 울컥한다?! ,3
정말 출근하면서 엄청나게 섬뜩해 정말 싫다. ,0
진짜 출근하면서 안정된다 그냥 이렇게 있고 싶어 ㅠㅠ ,4
갑자기 이번 주 살짝 마음이 들뜬다 오늘 최고... ,5
갑자기 말도 안 되게 어이없다 왜 저래 ㅎㅎ ,2
솔직히 엄청나게 미치겠다 말이 안 돼?! ,2
왠지 방금 꽤 평온하다 좋다 ㅎㅎ ,4
왠지 점심 먹고 굉장히 뜻밖이네!! ,1
지금 난 지금 엄청 완전 좋다 ㅠㅠ ,5
솔직히 아까 가슴이 먹먹해 ㅠㅠ ,3
방금 점심 먹고 말도 안 되게 빡친다 말이 안 돼 ㅠㅠ ,2
하필 지금 아까 엄청 편안하다 그냥 이렇게 있고 싶어 ㅠㅠ ,4
나 점심 먹고 약간 뇌가 쉬는 느낌 나쁘지 않다?! ,4
지금 난 방금 뿌듯하다 행운이다. ,5
방금 말도 안 되게 으스스해! ,0
갑자기 엄청나게 심장이 벌렁거려 정말 싫다!! ,0
방금 밤늦게 말도 안 되게 와 진짜 놀람 진짜야. ,1
갑자기 이번 주 믿기지 않아 내가 방금 본 게 맞아 ㅠㅠ ,1
방금 오늘 굉장히 눈물 난다 말문이 막혀? ,3
지금 난 퇴근길에 엄청 붕괴 직전 진짜로. ,2
갑자기 지금 약간 비위 상해 제발 치워줘? ,6
오늘 난 오늘 살짝 겁나 정말 싫다?!,0
진짜 요즘 말도 안 되게 고요하다 괜찮다. ,4
솔직히 약간 헐 무슨 일이야 ㅠㅠ ,1
지금 난 퇴근길에 진짜 구리다... ,6
솔직히 출근하면서 꽤 느긋해. ,4
정말 퇴근길에 엄청 상상도 못했네 진짜야 ㅎㅎ ,1
방금 방금 굉장히 어이없네 무슨 일이야? ,1
나 출근하면서 완전 잔잔해 그냥 이렇게 있고 싶어.,4
솔직히 점심 먹고 굉장히 무서워!,0
나 퇴근길에 약간 차분해 그냥 이렇게 있고 싶어 ㅠㅠ ,4
진짜 이번 주 약간 고요하다 좋다... ,4
오늘 난 비참해 혼자 있고 싶어! ,3
하필 지금 출근하면서 살짝 비위 상해 극혐! ,6
진짜 엄청나게 빡친다 ㅎㅎ ,2
나 퇴근길에 살짝 속상해!! ,3
나 지금 살짝 화 나 그만해.,2
지금 난 요즘 약간 하루가 빛나...,5
정말 지금 완전 이럴 수가!! ,1
갑자기 이번 주 말도 안 되게 허전해 견디기 어렵다 ㅠㅠ ,3
나 아까 굉장히 낙담했어 정말?! ,3
왠지 꽤 붕괴 직전 그만해?! ,2
하필 지금 점심 먹고 말도 안 되게 역겹다 진짜 ㅠㅠ ,6
진짜 요즘 약간 상상도 못했네 무슨 일이야?! ,1
진짜 엄청 뇌가 쉬는 느낌 나쁘지 않다 ㅠㅠ ,4
지금 난 요즘 꽤 고요하다 그냥 이렇게 있고 싶어! ,4
지금 난 점심 먹고 굉장히 징그러워 진짜?! ,6
갑자기 엄청 질린다 극혐 ㅎㅎ,6
정말 퇴근길에 으스스해 숨고 싶어!!,0
방금 퇴근길에 완전 성질 난다! ,2
오늘 난 출근하면서 진짜 울컥한다 견디기 어렵다 ㅠㅠ ,3
나 방금 굉장히 너무 불쾌해 제발 치워줘!!,6
왠지 출근하면서 살짝 인생 최고야 행운이다! ,5
솔직히 출근하면서 굉장히 공포스러워! ,0
지금 난 오늘 너무 진짜 역해 제발 치워줘 ㅎㅎ ,6
왠지 오늘 완전 눈물 난다 ㅎㅎ ,3
정말 방금 살짝 세상에 내가 방금 본 게 맞아 ㅎㅎ ,1
정말 퇴근길에 말도 안 되게 붕괴 직전 어휴 ㅎㅎ ,2
방금 방금 살짝 으스스해 숨고 싶어!!,0
정말 밤늦게 말도 안 되게 성질 난다 어휴... ,2
갑자기 밤늦게 약간 참을 수 없어 어휴! ,2
나 점심 먹고 약간 어이없다 그만해?! ,2
지금 난 점심 먹고 엄청나게 뜻밖이네 실화야!! ,1
지금 난 엄청나게 가슴이 먹먹해 혼자 있고 싶어?! ,3
하필 지금 방금 살짝 열받아 그만해 ㅠㅠ ,2
나 퇴근길에 굉장히 마음이 편안해 나쁘지 않다!!,4
왠지 점심 먹고 너무 두렵다 정말 싫다...,0
왠지 이번 주 너무 마음이 편안해 괜찮다?! ,4
오늘 난 이번 주 진절머리나 ㅎㅎ ,6
정말 요즘 완전 미치겠다 말이 안 돼!,2
갑자기 아까 살짝 낙담했어 혼자 있고 싶어. ,3
갑자기 오늘 꽤 흥이 난다? ,5
정말 요즘 엄청 어이없네 무슨 일이야... ,1
진짜 이번 주 완전 으스스해 미치겠네!! ,0
나 오늘 엄청 마음이 편안해... ,4
나 퇴근길에 꽤 불안해 정말 싫다? ,0
오늘 난 아까 진짜 짜릿해 완벽한 하루. ,5
정말 아까 머리가 맑아 좋다?! ,4
솔직히 방금 완전 와 진짜 놀람 무슨 일이야 ㅎㅎ ,1
오늘 난 방금 너무 깜짝이야 무슨 일이야? ,1
솔직히 출근하면서 너무 웃음이 난다 완벽한 하루!! ,5
하필 지금 지금 엄청 성질 난다 왜 저래 ㅎㅎ ,2
정말 아까 엄청나게 참을 수 없어 ㅎㅎ ,2
지금 난 방금 너무 즐겁다 완벽한 하루 ㅠㅠ,5
나 밤늦게 굉장히 두렵다 어떡하지... ,0
솔직히 완전 침울하다! ,3
오늘 난 요즘 말도 안 되게 불안해 정말 싫다? ,0
오늘 난 진절머리나? ,6
왠지 방금 엄청나게 더러워 다시는 보기 싫어. ,6
지금 난 요즘 엄청나게 여유롭다 ㅎㅎ ,4
하필 지금 출근하면서 엄청 마음이 잔잔해 좋다 ㅎㅎ ,4
하필 지금 요즘 말도 안 되게 역겹다 진짜?!,6
나 퇴근길에 진짜 포기하고 싶어 견디기 어렵다!! ,3
갑자기 지금 너무 짜릿해 완벽한 하루.,5
솔직히 아까 가슴이 먹먹해 정말?! ,3
하필 지금 출근하면서 굉장히 진절머리나 극혐. ,6
갑자기 오늘 살짝 깊은 밤이 너무 무섭다 정말 싫다... ,0
왠지 너무 심장이 벌렁거려 정말 싫다. ,0
솔직히 오늘 슬퍼 견디기 어렵다 ㅠㅠ ,3
오늘 난 밤늦게 엄청 뿌듯하다 완벽한 하루 ㅠㅠ ,5
정말 이번 주 엄청 마음이 아프다 어떡하니. ,3
방금 방금 엄청나게 질린다!! ,6
오늘 난 아까 약간 뇌가 쉬는 느낌 나쁘지 않다. ,4
갑자기 퇴근길에 말도 안 되게 구역질 나 진짜! ,6
진짜 출근하면서 살짝 와 진짜 놀람 진짜야.,1
솔직히 퇴근길에 꽤 신난다!! ,5
정말 너무 기분 좋아 완벽한 하루 ㅎㅎ ,5
왠지 요즘 꽤 믿기지 않아!,1
방금 아까 말도 안 되게 고요하다 그냥 이렇게 있고 싶어!! ,4
나 밤늦게 너무 눈물 난다 혼자 있고 싶어? ,3
갑자기 너무 진짜 역해!,6
솔직히 오늘 엄청 침울하다 견디기 어렵다... ,3
하필 지금 요즘 꽤 세상에? ,1
갑자기 오늘 진짜 날아갈 것 같아 행운이다! ,5
정말 요즘 꽤 머리가 맑아?! ,4
솔직히 약간 역겹다 진짜 ㅠㅠ ,6
나 지금 말도 안 되게 포기하고 싶어 정말?! ,3
지금 난 요즘 꽤 소름 돋는 역겨움... ,6
지금 난 점심 먹고 굉장히 붕괴 직전 ㅎㅎ ,2
하필 지금 방금 완전 징그러워 극혐. ,6
오늘 난 지금 굉장히 악몽 꿨어 미치겠네... ,0
정말 요즘 굉장히 날아갈 것 같아 완벽한 하루...,5
나 엄청나게 불안해 ㅎㅎ ,0
방금 출근하면서 굉장히 혐오스러워 제발 치워줘?!,6
방금 점심 먹고 진짜 우울해 정말...,3
갑자기 이번 주 말도 안 되게 포기하고 싶어 혼자 있고 싶어!! ,3
방금 퇴근길에 머리가 맑아?!,4
정말 점심 먹고 꽤 화 나 진짜로 ㅎㅎ ,2
하필 지금 출근하면서 엄청 신난다 좋은 일만 가득...,5
방금 출근하면서 엄청 토할 것 같아 제발 치워줘... ,6
오늘 난 아까 꽤 섬뜩해 숨고 싶어... ,0
방금 방금 살짝 비참해.,3
방금 점심 먹고 엄청 덜덜 떨려 숨고 싶어? ,0
오늘 난 방금 엄청 마음이 편안해 그냥 이렇게 있고 싶어.,4
오늘 난 이번 주 말도 안 되게 완전 좋다 행운이다 ㅠㅠ ,5
나 퇴근길에 약간 미치겠다!! ,2
진짜 오늘 꽤 행복해 좋은 일만 가득 ㅠㅠ ,5
솔직히 방금 말도 안 되게 깊은 밤이 너무 무섭다 미치겠네? ,0
나 지금 살짝 허전해... ,3
오늘 난 출근하면서 살짝 미치겠다 진짜로. ,2
지금 난 방금 너무 속 터져 진짜로!,2
방금 아까 말도 안 되게 이게 말이 돼 무슨 일이야?! ,1
오늘 난 점심 먹고 약간 완전 좋다?! ,5
지금 난 밤늦게 살짝 놀랐어 진짜야! ,1
하필 지금 지금 엄청 으스스해 도망가고 싶다!!,0
하필 지금 아까 너무 흥이 난다 좋은 일만 가득! ,5
왠지 이번 주 엄청 덜덜 떨려 도망가고 싶다?!,0
솔직히 오늘 살짝 끝까지 실망이야 진짜로!! ,2
오늘 난 약간 두렵다 도망가고 싶다? ,0
하필 지금 밤늦게 말도 안 되게 무서워 어떡하지? ,0
하필 지금 점심 먹고 진짜 더러워 극혐 ㅎㅎ ,6
솔직히 아까 약간 짜증나 환장하겠네. ,2
오늘 난 진짜 놀랐어 실화야?! ,1
하필 지금 아까 살짝 어메이징하다 실화야... ,1
나 출근하면서 약간 행복해 좋은 일만 가득... ,5
갑자기 방금 엄청나게 깊은 밤이 너무 무섭다 도망가고 싶다 ㅠㅠ ,0
솔직히 점심 먹고 살짝 와 진짜 놀람 무슨 일이야...,1
지금 난 오늘 너무 이럴 수가 내가 방금 본 게 맞아! ,1
솔직히 퇴근길에 너무 즐겁다 완벽한 하루 ㅎㅎ ,5
갑자기 이번 주 엄청나게 숨이 고른다 괜찮다 ㅎㅎ ,4
왠지 지금 너무 비위 상해 진짜...,6
방금 오늘 굉장히 어이없네 내가 방금 본 게 맞아 ㅠㅠ ,1
나 출근하면서 살짝 불안해 죽겠어... ,0
왠지 퇴근길에 엄청나게 붕괴 직전 어휴 ㅎㅎ,2
갑자기 지금 말도 안 되게 미치겠다 ㅠㅠ ,2
진짜 꽤 침울하다 정말... ,3
솔직히 오늘 굉장히 숨이 고른다 나쁘지 않다... ,4
왠지 이번 주 너무 숨이 고른다. ,4
왠지 방금 엄청 릴랙스됐다 좋다 ㅎㅎ,4
